  1808  0.950   5516.68359  3088.53003
  1747  0.949   6372.84473  2996.88110
  1429  0.948   6600.39307  2973.19287
  2135  0.947   6437.99561  3656.52612
  2166  0.947   5779.51172  3726.85815
  3402  0.940   4452.04688  5682.96289
  2099  0.937   6140.36084  4015.64282
  2143  0.916   6667.63623  3632.03320
  2033  0.893   7856.83057  3965.11865
  4423  0.892   6830.76855  7267.54443
  2192  0.891   5556.77783  3750.93945
  3360  0.883   5095.05762  5613.77979
  2567  0.882   7933.90771  4389.62109
   686  0.858   3378.88452  1292.45349
   210  0.853   4562.54688   673.63208
  3947  0.852   8036.92334  6533.95605
  2939  0.849   7971.93408  5001.21143
  3790  0.846   4528.22949  6256.54102
  2624  0.843   3233.99048  4738.50049
   585  0.839    694.58197  1187.83521
   127  0.836   7717.31738   655.77551
  3446  0.834   3695.79370  5759.05322
  4775  0.834   4264.69141  7683.26465
  3117  0.829    845.57562  5316.99805
  4851  0.829   3644.75586  7775.24756
  4559  0.827   1446.22278  8110.34814
  3368  0.823   2283.18384  5724.74902
  3758  0.821   4588.90137  6315.08447
  4088  0.821   1909.05896  6829.12842
  3737  0.820   4684.53613  6250.99707
   589  0.819    716.25049  1192.89685
  1985  0.818    715.71722  3377.80981
  4825  0.817   5637.54004  7460.02344
  3279  0.816   7995.62158  5529.79443
  4077  0.816   8032.97021  6722.79932
  2267  0.814   5990.72461  3932.41626
  4605  0.814   4270.17383  7679.94580
  1297  0.812   2945.68311  2354.37378
  4596  0.809   3708.42603  7767.06006
  3015  0.806   7969.49658  5087.47168
  4857  0.806   5865.79004  7435.88135
  1992  0.803    694.45068  3434.92090
   733  0.802   7105.65234  1402.43518
  1844  0.799   3702.23096  3160.91235
  3309  0.797   7091.95801  5544.96680
  3317  0.797    885.69110  5536.29883
  2346  0.793   7910.18018  3980.37817
  4623  0.793   1495.74341  7609.73633
  2926  0.792    837.60303  4990.89551
  1109  0.790   5378.88721  2027.66553
  1307  0.790   3850.88330  2322.14355
  1361  0.789   2465.70630  2563.03613
  3295  0.788   6036.34180  5645.61035
  1036  0.786   7793.60205  1972.33252
  3048  0.785   7977.42871  5131.94434
  4061  0.784   8025.03662  6698.28467
  4264  0.784   5689.33105  7145.26807
   747  0.783   7769.80176  1441.25708
  1379  0.782    619.56268  2542.65649
  4066  0.779   6638.16895  6770.29199
  4580  0.779   5311.20557  7521.73730
  3517  0.778   2691.33032  5873.02197
  2249  0.777    734.79797  3916.41968
  2673  0.776    800.31409  4551.91113
  5009  0.775   4132.23584  7699.08887
  2390  0.774   4196.33154  4126.78369
  2981  0.774   6729.43799  5070.56250
   310  0.773   3680.29102   800.51788
  4524  0.772   6318.43457  7360.05371
  3836  0.771   8008.87988  6394.60547
  4918  0.771   3268.64136  7848.92627
  4478  0.770   5460.26025  7298.96924
  4873  0.769   5308.48291  7530.51123
  2872  0.768   5245.96875  5002.86963
  4914  0.768   1943.77405  8043.46631
  1768  0.766   4570.34229  2983.74951
  2340  0.766   7774.43506  3974.95142
